Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
142,Damontae Kazee,9,0,0,11,25.7,0,2,0,0,0,2022,29,PIT,9,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,9,20,0,0,2,14,0,2,0,0,0,0,0,0,0,0,14,0,11,7,63.6,79,11.3,7.2,0,45.5,8.5,35,44,2,0,0,0,0,0,0,0,0,273,25.7,58,13.2,S
143,Quentin Lake,9,1,0,2,5.8,0,0,0,0,0,2022,23,LAR,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,8,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,100,39,19.5,19.5,0,118.7,12,24,15,0,0,0,0,1,1,9.1,0,0,63,5.8,139,31.2,S
144,Justin Layne,9,0,0,2,0.5,0,0,0,0,0,2022,24,"CHI,NYG",9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,50,9,9,4.5,0,62.5,5.5,8,1,0,0,0,0,0,0,0,0,0,11,0.5,106,11.7,DB
145,Avonte Maddox,9,1,0,37,41.3,0,1,0,0,0,2022,26,PHI,9,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,28,15,43,3,2,1,2,0,3,0,1,10,0,3,0,0,0,12,0,37,24,64.9,288,12,7.8,0,77.3,4.6,103,185,7,0,1,0,2,5,10.4,0,0,457,41.3,17,3.8,DB
146,Xavier McKinney,9,1,0,23,49,0,0,0,0,0,2022,24,NYG,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,29,16,45,2,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,23,12,52.2,185,15.4,8,1,93.6,14.7,130,55,28,2,0,3,3,2,4.3,3,0.3,554,49,53,11.3,FS
147,Trayvon Mullen,9,0,0,19,7,0,0,0,0,0,2022,25,"ARI,DAL",9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,3,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,15,78.9,202,13.5,10.6,2,146.1,10.2,127,75,1,0,1,0,1,3,15.8,0,0,159,7,65,7,CB
148,Byron Murphy,9,0.5,0,58,53.4,0,0,0,0,0,2022,24,ARI,9,9,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0.5,29,7,36,3,1,0,0,0,4,0,2,59,1,0,0,0,0,59,0,58,37,63.8,346,9.4,6,4,103.1,6.4,156,190,8,1,0,0,2,3,7.7,0,0,593,53.4,21,4.6,LCB
149,Darius Phillips,9,0,0,1,0.5,0,0,0,0,0,2022,27,DEN,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,-7,-7,12,0,0,0,0,0,0,0,0,0,6,0.5,119,24.8,CB
150,Logan Ryan,9,0,0,21,39.8,0,1,0,0,0,2022,31,TAM,9,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,24,13,37,1,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,21,12,57.1,160,13.3,7.6,2,93.4,13.1,122,38,4,1,0,0,1,3,7.5,0,0,446,39.8,3,0.7,FS
151,Derek Stingley Jr.,9,1,0,54,51.2,0,1,0,0,0,2022,21,HOU,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,35,8,43,0,0,1,9,0,5,0,0,0,0,0,0,0,0,9,0,54,34,63,409,12,7.6,0,78.4,9.9,288,121,0,0,0,0,1,2,4.4,0,0,600,51.2,0,0,LCB
152,Eric Stokes,9,0,0,25,46.2,0,0,0,0,0,2022,23,GNB,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,21,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,80,261,13.1,10.4,1,123.5,12.5,186,75,1,0,0,0,0,2,7.1,0,0,477,46.2,74,17.3,RCB
153,Isaac Yiadom,9,0,0,0,0.1,0,0,0,0,0,2022,26,"HOU,NOR",9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,2,0.1,175,19.2,DB
154,Reed Blankenship,10,0,0,11,26.3,0,1,0,0,0,2022,23,PHI,10,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,20,14,34,0,0,1,4,0,2,0,0,0,0,0,0,0,0,4,0,11,6,54.5,71,11.8,6.5,1,66.9,8,33,38,0,0,0,0,0,1,2.9,0,0,291,26.3,90,19.9,FS
155,Cameron Dantzler,10,0,0,53,43.5,0,0,0,0,0,2022,24,MIN,10,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,45,5,50,3,0,0,0,0,5,0,1,16,0,1,0,0,0,16,0,53,41,77.4,407,9.9,7.7,2,111.1,8.1,244,163,1,0,0,0,0,3,5.7,0,0,505,43.5,7,1.4,LCB
156,Akayleb Evans,10,0,0,25,14,0,0,0,0,0,2022,23,MIN,10,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,4,23,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,25,16,64,252,15.8,10.1,1,110.7,13.6,185,67,0,0,0,0,0,1,4.2,0,0,162,14,91,18.5,CB
157,Antonio Hamilton,10,0,0,48,37.6,0,1,0,0,0,2022,29,ARI,10,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,40,4,44,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,48,32,66.7,301,9.4,6.3,1,82,6.8,105,196,4,0,0,0,0,4,8.3,0,0,418,37.6,122,26.8,LCB
158,Chris Harris Jr.,10,1,0,34,33.1,0,0,0,0,0,2022,33,NOR,10,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,26,3,29,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,34,26,76.5,278,10.7,8.2,1,109.7,6.5,166,112,14,1,0,0,2,2,6.5,0,0,375,33.1,2,0.4,DB
159,Adoree' Jackson,10,0,0,60,49,0,0,5,0,0,2022,27,NYG,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,3,5,1.7,0,0,40,11,51,2,0,0,0,0,7,0,2,1,0,1,0,0,0,6,5,60,31,51.7,398,12.8,6.6,2,83.9,9.8,296,102,1,0,0,0,0,3,5.6,0,0,554,49,47,10,LCB
160,Sidney Jones,10,0,0,14,4.8,0,0,0,0,0,2022,26,"LVR,SEA",10,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,8,57.1,99,12.4,7.1,0,79.2,11.3,91,8,1,0,0,0,0,0,0,0,0,110,4.8,1,0.1,CB
161,Marcus Maye,10,0,0,18,59.1,0,0,0,0,0,2022,29,NOR,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,42,18,60,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,18,12,66.7,98,8.2,5.4,0,80.3,6.3,45,53,1,0,0,0,0,1,1.6,0,0,669,59.1,3,0.7,SS
162,Verone McKinley,10,0,0,5,22.1,0,1,0,0,0,2022,22,MIA,10,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,6,16,0,1,1,17,0,1,0,0,0,0,0,0,0,0,17,0,5,2,40,32,16,6.4,0,22.5,7.6,24,8,7,1,1,0,2,2,11.1,0,0,253,22.1,2,0.4,S
163,Ifeatu Melifonwu,10,0.5,0,6,8.6,0,0,0,0,0,2022,23,DET,10,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,9,5,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,66.7,49,12.3,8.2,1,131.2,6.2,20,29,1,0,0,0,1,1,6.7,0,0,98,8.6,81,18,S
164,Jalen Mills,10,0,0,46,41.5,0,2,0,0,0,2022,28,NWE,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,26,5,31,1,1,2,28,0,5,0,0,0,0,0,0,0,0,28,0,46,28,60.9,378,13.5,8.2,2,83.4,11.2,255,123,1,0,1,0,1,2,6.1,0,0,469,41.5,8,1.8,RCB
165,Teez Tabor,10,0,0,6,8.8,0,0,0,0,0,2022,27,SEA,10,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,66.7,61,15.3,10.2,0,100,12.5,49,12,0,0,0,0,0,1,10,0,0,102,8.8,100,21.5,S
166,Cam Taylor-Britt,10,0,0,58,57,0,0,0,0,0,2022,23,CIN,10,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,41,14,55,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,58,34,58.6,483,14.2,8.3,3,102.9,12.8,347,136,1,0,0,0,0,6,9.8,0,0,591,57,19,4.4,RCB
167,Tavierre Thomas,10,0,0,29,35,0,0,0,0,0,2022,26,HOU,10,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,18,41,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,29,18,62.1,132,7.3,4.6,0,72.8,6.2,69,63,13,0,0,0,0,3,6.8,0,0,410,35,153,33,LCB
168,Marcus Williams,10,0,0,30,58.4,0,4,0,0,0,2022,26,BAL,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,44,17,61,2,0,4,33,0,8,0,1,0,0,0,0,0,0,33,0,30,23,76.7,322,14,10.7,0,71.1,9.9,190,132,5,0,0,0,0,4,6.2,0,0,638,58.4,0,0,FS
169,JT Woods,10,0,0,2,3,0,0,0,0,0,2022,22,LAC,10,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,33,33,16.5,1,135.4,14.5,12,21,0,0,0,0,0,1,25,0,0,31,3,73,15.8,S
170,Tony Adams,11,0,0,4,10.4,0,0,0,0,0,2022,23,NYJ,11,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,75,31,10.3,7.8,0,96.9,10,25,6,1,1,0,0,1,1,5.6,0,0,118,10.4,128,27.8,S
171,Joey Blount,11,0,0,0,0,0,0,0,0,0,2022,24,SEA,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,175,37.6,S
172,Jeremy Chinn,11,1,0,50,59.1,0,0,0,0,0,2022,24,CAR,11,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,51,19,70,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,34,68,414,12.2,8.3,0,93.2,11,298,116,13,1,0,1,2,5,6.7,0,0,683,59.1,30,6.4,SS/FS
173,Cordale Flott,11,0,0,27,29.6,0,0,0,0,0,2022,21,NYG,11,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,15,11,26,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,27,17,63,191,11.2,7.1,1,96.4,8.4,114,77,0,1,0,0,1,1,3.7,0,0,335,29.6,91,19.3,CB
174,Kristian Fulton,11,0,0,63,55.9,0,1,0,0,0,2022,24,TEN,11,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,35,13,48,3,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,63,33,52.4,421,12.8,6.7,3,82.8,11.1,265,156,1,0,0,0,0,6,11.1,0,0,653,55.9,4,0.9,RCB
175,Nate Hobbs,11,1,0,77,59.4,0,0,0,0,0,2022,23,LVR,11,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,57,15,72,3,1,0,0,0,4,0,1,7,0,1,0,0,0,7,0,77,58,75.3,622,10.7,8.1,5,120.2,8.3,389,233,3,0,0,0,1,7,8.9,0,0,669,59.4,27,6,RCB
176,Theo Jackson,11,0,0,0,1.6,0,0,0,0,0,2022,24,MIN,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,18,1.6,275,55.8,S
177,Josh Jobe,11,0,0,1,1.1,0,0,0,0,0,2022,24,PHI,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,12,12,12,0,116.7,3,3,9,0,0,0,0,0,1,50,0,0,12,1.1,220,48.6,CB
178,Danny Johnson,11,1,0,39,28.1,0,1,0,0,0,2022,27,WAS,11,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,20,9,29,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,39,21,53.8,167,8,4.3,0,54.1,8.4,115,52,6,0,0,0,1,0,0,0,0,293,28.1,49,10.6,CB
179,Jaylon Johnson,11,0,0,51,60.5,0,0,0,0,0,2022,23,CHI,11,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,28,7,35,1,0,0,0,0,7,0,1,17,0,1,0,0,0,17,0,51,30,58.8,452,15.1,8.9,1,94.6,11.4,253,199,2,0,0,0,0,5,12.5,0,0,658,60.5,30,6.9,LCB
180,Nazeeh Johnson,11,0,0,0,0,0,0,0,0,0,2022,24,KAN,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,20.9,S
181,Trent McDuffie,11,1,0,51,59.4,0,0,0,0,0,2022,22,KAN,11,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,28,16,44,1,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,51,27,52.9,253,9.4,5,3,86.5,11.1,163,90,13,0,1,0,2,2,4.3,0,0,682,59.4,33,7.2,RCB
182,Terrance Mitchell,11,0,0,55,34.1,0,1,0,0,0,2022,30,TEN,11,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,31,8,39,1,0,1,1,0,4,0,0,0,0,1,0,0,0,1,0,55,35,63.6,460,13.1,8.4,2,94.5,8.9,317,143,0,0,0,0,0,2,4.9,0,0,398,34.1,8,1.8,LCB
183,C.J. Moore,11,0,0,3,9.3,1,0,0,0,0,2022,27,DET,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,5,12,0,1,0,0,0,1,1,1,0,0,0,2,55,55,55,0,3,2,66.7,72,36,24,1,149.3,21.3,47,25,2,0,1,0,1,1,7.7,0,0,106,9.3,224,49.7,S
184,Isaiah Pola-Mao,11,1,0,8,7.1,0,0,0,0,0,2022,23,LVR,11,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,14,6,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,34,5.7,4.3,0,82.3,1.5,6,28,5,0,1,0,2,1,4.8,0,0,80,7.1,179,39.5,S
185,Duke Shelley,11,0,0,46,34.2,0,1,0,0,0,2022,26,MIN,11,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,8,31,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,46,21,45.7,266,12.7,5.8,0,55.2,12.6,209,57,0,0,0,0,0,1,3.1,0,0,397,34.2,66,13.4,LCB
186,Greedy Williams,11,0,0,10,9.6,0,0,0,0,0,2022,25,CLE,11,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,90,163,18.1,16.3,2,158.3,13.1,98,65,0,0,0,0,0,2,15.4,0,0,105,9.6,115,25.9,CB
187,P.J. Williams,11,0,0,12,26.2,0,0,0,0,0,2022,29,NOR,11,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,9,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,9,75,162,18,13.5,2,156.2,9,76,86,1,0,0,0,0,1,3.7,0,0,297,26.2,49,11,CB
188,Rock Ya-Sin,11,0,0,69,59,0,0,0,0,0,2022,26,LVR,11,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,8,45,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,69,42,60.9,414,9.9,6,1,82.6,8.1,243,171,2,0,1,0,1,6,11.8,0,0,665,59,1,0.2,LCB
189,Anthony Brown,12,0,0,87,63.6,0,0,0,0,0,2022,29,DAL,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,33,9,42,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,87,46,52.9,589,12.8,6.8,4,89.7,11.7,412,177,1,0,0,0,0,7,14.3,0,0,729,63.6,0,0,LCB
190,Sean Murphy-Bunting,12,0,0,41,38.4,0,2,0,0,0,2022,25,TAM,12,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,12,31,1,0,2,33,0,7,0,0,0,0,1,0,0,0,33,0,41,21,51.2,186,8.9,4.5,2,59.6,11.9,145,41,4,0,0,0,0,5,13.9,0,0,430,38.4,120,26.1,CB
191,Justin Coleman,12,0,0,6,5.2,0,0,0,0,0,2022,29,SEA,12,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,66.7,34,8.5,5.7,0,81.2,2.3,0,34,0,0,0,0,0,1,9.1,0,0,60,5.2,120,25.8,DB
192,Kamren Curl,12,1,0,39,69.6,0,0,0,0,0,2022,23,WAS,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,58,25,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,76.9,312,10.4,8,2,116.6,5.5,173,139,8,0,0,0,1,4,4.6,0,0,727,69.6,0,0,SS
193,C.J. Gardner-Johnson,12,1,0,52,65.9,0,6,0,0,0,2022,25,PHI,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,61,6,67,5,2,6,54,0,8,0,0,0,0,0,0,0,0,54,0,52,38,73.1,446,11.7,8.6,3,78.4,11,323,123,10,1,1,0,3,11,14.1,0,0,729,65.9,1,0.2,FS
194,Troy Hill,12,0,0,56,64.6,0,1,0,0,0,2022,31,LAR,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,45,22,67,1,0,1,5,0,4,0,0,0,0,0,0,0,0,5,0,56,40,71.4,421,10.5,7.5,3,103.3,8,241,180,6,0,0,0,0,8,10.7,0,0,704,64.6,0,0,LCB
195,Eddie Jackson,12,0,0,34,64.2,0,4,0,0,0,2022,29,CHI,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,59,21,80,1,0,4,44,0,6,0,0,0,0,2,0,0,0,44,0,34,21,61.8,348,16.6,10.2,1,66.4,12.5,250,98,5,0,0,0,0,9,10.1,0,0,698,64.2,49,11.2,SS
196,Jerry Jacobs,12,1,0,60,47.7,0,1,0,0,0,2022,25,DET,12,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,37,5,42,4,1,1,38,0,8,0,0,0,0,0,0,0,0,38,0,60,32,53.3,358,11.2,6,1,70,12,237,121,1,0,0,0,1,4,8.7,0,0,542,47.7,77,17.1,LCB
197,Lonnie Johnson Jr.,12,0,0,6,14.1,0,0,0,0,0,2022,27,TEN,12,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,50,46,15.3,7.7,1,115.3,19.5,31,15,0,0,0,0,0,2,15.4,0,0,165,14.1,182,40.6,CB
198,Josh Jones,12,0,0,20,32.4,0,0,0,0,0,2022,28,SEA,12,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,5,28,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20,12,60,251,20.9,12.6,1,120.8,11.3,101,150,4,0,1,0,1,8,22.2,0,0,375,32.4,166,35.6,S
199,David Long,12,0,0,32,26.4,0,0,0,0,0,2022,24,LAR,12,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,24,75,294,12.3,9.2,1,113.3,9.8,216,78,0,0,0,0,0,3,12.5,0,0,288,26.4,17,3.8,DB
200,Dean Marlowe,12,0,0,7,9.6,0,0,0,0,0,2022,30,"ATL,BUF",12,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,146,24.3,20.9,1,158.3,18.6,130,16,1,0,0,0,0,2,12.5,0,0,209,9.6,193,22.8,S
201,Kenny Moore,12,1,0,48,67.9,0,0,0,0,0,2022,27,IND,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,50,15,65,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,34,70.8,412,12.1,8.6,3,117.7,8.5,225,187,11,0,0,0,1,5,7.1,0,0,773,67.9,86,18.9,LCB
202,Isaiah Oliver,12,1,0,42,31.1,0,1,0,0,0,2022,26,ATL,12,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,25,12,37,3,2,1,27,0,7,0,0,0,0,0,0,0,0,27,0,42,29,69,267,9.2,6.4,0,76.2,7.3,98,169,3,0,1,1,2,3,7.5,0,0,349,31.1,77,17.7,LCB/RCB
203,Jordan Poyer,12,0,0,31,71.8,0,4,0,0,0,2022,31,BUF,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,44,19,63,4,0,4,6,0,8,0,0,0,0,1,0,0,0,6,0,31,21,67.7,146,7,4.7,2,60.1,6,81,65,12,0,0,0,0,3,4.5,0,0,755,71.8,42,10.2,SS
204,Justin Simmons,12,0,0,47,70.7,0,6,0,0,0,2022,29,DEN,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,42,27,69,2,0,6,51,0,7,0,1,17,0,3,0,0,0,68,0,47,36,76.6,330,9.2,7,4,84,6.2,158,172,1,0,0,0,0,8,10.4,0,0,809,70.7,7,1.5,FS
205,Benjamin St-Juste,12,2,0,65,62.7,0,0,0,0,0,2022,25,WAS,12,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,34,8,42,2,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,65,31,47.7,466,15,7.2,3,87.1,12.5,325,141,6,0,1,0,3,4,8.7,0,0,655,62.7,12,2.6,RCB
206,Jimmie Ward,12,0,0,71,47.6,0,3,0,0,0,2022,31,SFO,12,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,38,12,50,1,2,3,0,0,5,0,0,0,0,1,0,0,0,0,0,71,52,73.2,473,9.1,6.7,3,87.4,4.6,243,230,11,0,2,0,2,4,7.4,0,0,510,47.6,41,9.4,DB
