,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
88,Sheldon Rankins,7,1,0,0,0,25.3,0,0,2024,30,CIN,7,7,0,0,0,,0,0,,0,0,0,1,10,8,18,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,2,3,14.3,0,0,288,25.3,16,3.5,DT
89,Taki Taimani,7,0,0,0,0,6.2,0,0,2024,25,MIN,7,0,0,0,0,,0,0,,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,70,6.2,34,7.6,DL
90,Jonathan Allen,8,3,0,0,0,27.8,0,0,2024,29,WAS,8,7,0,0,0,,0,0,,0,0,0,3,16,3,19,3,7,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,4,0,8,1,5,0,0,301,27.8,6,1.3,DT
91,Andrew Billings,8,1,0,0,0,27.9,0,0,2024,29,CHI,8,8,0,0,0,,0,0,,0,0,0,1,9,4,13,2,3,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,4,2,0,7,1,7.1,0,0,298,27.9,32,7.3,LDT
92,Myles Cole,8,0,0,0,0,11.3,0,0,2024,24,JAX,8,0,0,0,0,,0,0,,0,0,0,0,4,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,3,27.3,0,0,135,11.3,1,0.2,DE
93,Kevin Givens,8,3.5,0,0,0,17.3,0,0,2024,27,SFO,8,1,0,0,0,,0,0,,0,0,0,3.5,6,5,11,2,6,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,7,1,8.3,0,0,185,17.3,21,4.7,DL
94,Michael Hall,8,1,0,0,1,21.4,0,0,2024,21,CLE,8,3,0,0,0,,0,0,,0,0,0,1,8,6,14,3,6,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,-3,-3,11,4,6,4,0,11,0,0,0,0,232,21.4,33,7.1,DT
95,Maurice Hurst Jr.,8,0.5,0,0,0,15.1,0,0,2024,29,CLE,8,2,0,0,0,,0,0,,0,0,0,0.5,9,7,16,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,0,0,0,0,164,15.1,39,8.4,DT
96,Jordan Jefferson,8,1,0,0,0,12.6,0,0,2024,23,JAX,8,0,0,0,0,,0,0,,0,0,0,1,5,7,12,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,0,0,0,0,151,12.6,0,0,DT
97,Ruke Orhorhoro,8,0,0,0,0,13.3,0,0,2024,23,ATL,8,0,0,0,0,,0,0,,0,0,0,0,4,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,0,0,0,0,148,13.3,19,4.3,DT
98,Brandon Pili,8,0,0,0,0,6.5,0,0,2024,25,MIA,8,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,69,6.5,2,0.5,DT
99,Tommy Togiai,8,1.5,0,0,1,22.7,0,0,2024,25,HOU,8,0,0,0,0,,0,0,,0,0,0,1.5,11,17,28,2,2,0,0,0,2,0,0,0,0,0,1,1,100,-1,-1,-1,0,79.2,-5,-5,4,0,1,0,1,3,3,9.7,0,0,249,22.7,17,3.6,DT
100,Tyrus Wheat,8,0.5,0,0,0,14.9,0,0,2024,25,DAL,8,0,0,0,0,,0,0,,0,0,0,0.5,6,8,14,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,1,0,6,1,6.7,0,0,165,14.9,46,9.5,DE
101,Demone Harris,9,0,0,0,3,19.4,0,0,2024,29,ATL,9,0,0,0,0,,0,0,,0,0,0,0,4,7,11,1,1,0,0,0,1,0,0,0,0,0,3,1,33.3,9,9,3,0,42.4,9.3,-4,13,0,1,1,0,2,0,0,0,0,216,19.4,11,2.5,DL
102,Cedric Johnson,9,1,0,0,0,7.3,0,0,2024,22,CIN,9,0,0,0,0,,0,0,,0,0,0,1,5,2,7,1,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,3,0,5,0,0,0,0,83,7.3,82,17.8,DE
103,Al-Quadin Muhammad,9,3,0,0,3,23.3,0,0,2024,29,DET,9,2,0,0,0,,0,0,,0,0,0,3,8,3,11,4,5,0,0,0,1,0,0,0,0,0,3,1,33.3,3,3,1,0,42.4,4,-2,5,0,3,2,0,8,0,0,0,0,255,23.3,19,4.1,DL
104,Jordan Phillips,9,0,0,0,2,6.5,0,1,2024,32,"BUF,DAL",9,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,2,1,2,0,1,0,0,0,0,0,2,1,50,13,13,6.5,0,31.2,-3,-6,19,0,3,2,0,5,3,33.3,0,0,143,6.5,0,0,DT
105,Zacch Pickens,9,1,0,0,1,21.3,0,0,2024,24,CHI,9,3,0,0,0,,0,0,,0,0,0,1,8,11,19,1,2,0,0,0,0,0,0,0,0,0,1,1,100,33,33,33,0,118.7,-1,-1,34,0,0,1,0,2,1,5,0,0,228,21.3,42,9.6,DL
106,Preston Smith,9,2.5,0,0,2,28.3,0,0,2024,32,GNB,9,9,0,0,0,,0,0,,0,0,0,2.5,6,13,19,2,4,0,0,0,0,0,0,0,0,0,2,1,50,5,5,2.5,0,56.2,7,5,0,0,7,1,0,11,1,5,0,0,308,28.3,1,0.2,LDE
107,Cameron Thomas,9,1,0,0,0,3.2,0,0,2024,24,"CLE,KAN",9,0,0,0,0,,0,0,,0,0,0,1,6,5,11,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,1,8.3,0,0,69,3.2,50,5.6,DE
108,Nick Thurman,9,0,0,0,0,19.7,0,0,2024,29,CAR,9,4,0,0,0,,0,0,,0,0,0,0,6,13,19,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,2,9.5,0,0,240,19.7,41,8.6,DT
109,Jonah Williams,9,0,0,0,0,3,0,0,2024,29,"DET,MIN,LAR",9,1,0,0,0,,0,0,,0,0,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,1,25,0,0,99,3,20,1.5,DL
110,Denico Autry,10,3,0,0,1,28.7,0,0,2024,34,HOU,10,2,0,0,0,,0,0,,0,0,0,3,8,5,13,3,6,0,0,0,3,0,0,0,0,0,1,1,100,7,7,7,0,95.8,-4,-4,11,0,3,3,2,9,2,13.3,0,0,314,28.7,23,4.8,DE
111,Ta'Quon Graham,10,0,0,0,0,17.3,0,0,2024,26,ATL,10,0,0,0,0,,0,0,,0,0,0,0,6,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,2,14.3,0,0,193,17.3,42,9.4,DL
112,Kurt Hinish,10,0,0,0,0,21.1,0,0,2024,25,HOU,10,0,0,0,0,,0,0,,0,0,0,0,5,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,2,14.3,0,0,231,21.1,23,4.8,DT
113,Desjuan Johnson,10,1,0,0,0,10.8,0,0,2024,25,LAR,10,0,0,0,0,,0,0,,0,0,0,1,4,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,1,7.7,0,0,120,10.8,7,1.6,DE
114,Isaiah Land,10,0,0,0,0,6.7,0,0,2024,24,IND,10,0,0,0,0,,0,0,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,66.7,0,0,78,6.7,49,10.4,DE
115,Tyquan Lewis,10,1.5,0,0,0,30.7,0,0,2024,29,IND,10,4,0,0,0,,0,0,,0,0,0,1.5,14,10,24,2,4,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,4,2,0,8,5,17.2,0,0,355,30.7,0,0,DE
116,Janarius Robinson,10,0.5,0,0,0,9.8,0,0,2024,25,LVR,10,1,0,0,0,,0,0,,0,0,0,0.5,2,3,5,0,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,3,1,16.7,0,0,109,9.8,43,9,DE
117,James Smith-Williams,10,1,0,0,6,27.5,0,0,2024,27,ATL,10,5,0,0,0,,0,0,,0,0,0,1,12,12,24,7,2,0,0,0,0,0,0,0,0,0,6,5,83.3,8,1.6,1.3,0,79.2,-2,-14,22,8,0,1,0,2,0,0,0,0,306,27.5,1,0.2,DL
118,Montravius Adams,11,1,0,0,1,17.2,0,0,2024,29,PIT,11,0,0,0,0,,0,0,,0,0,0,1,9,5,14,2,1,0,0,0,0,0,0,0,0,0,1,1,100,4,4,4,0,83.3,3,3,1,0,1,0,0,2,0,0,0,0,188,17.2,19,4.2,DT
119,DeWayne Carter,11,0,0,0,1,28.5,0,0,2024,24,BUF,11,3,0,0,0,,0,0,,0,0,0,0,11,3,14,5,3,0,0,0,1,0,0,0,0,0,1,1,100,-2,-2,-2,0,79.2,-3,-3,1,0,0,2,1,2,0,0,0,0,315,28.5,23,5.2,DT
120,Folorunso Fatukasi,11,1,0,0,2,28.1,0,0,2024,29,HOU,11,11,0,0,0,,0,0,,0,0,0,1,16,8,24,4,3,0,0,0,0,0,0,0,0,0,2,2,100,-3,-1.5,-1.5,0,79.2,-4,-8,5,0,3,2,0,6,1,4,0,0,308,28.1,7,1.5,LDT
121,Brandon Graham,11,3.5,0,0,1,29.7,0,0,2024,36,PHI,11,1,0,0,0,,0,0,,0,0,0,3.5,15,5,20,6,7,0,0,0,2,0,0,0,0,1,1,1,100,5,5,5,0,87.5,-3,-3,8,0,4,3,2,11,5,20,0,0,311,29.7,40,8.9,DE
122,Yetur Gross-Matos,11,4,0,0,1,34.5,0,0,2024,26,SFO,11,0,0,0,0,,0,0,,0,0,0,4,14,5,19,6,7,0,0,0,0,0,0,0,0,0,1,1,100,2,2,2,0,79.2,-7,-7,9,0,3,3,0,10,5,20.8,0,0,368,34.5,53,11.8,DL
123,Eric Johnson,11,0,0,0,0,15.9,0,0,2024,26,NWE,11,0,0,0,0,,0,0,,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,178,15.9,37,8.5,DT
124,Sam Kamara,11,0,0,0,0,25.2,0,0,2024,27,CLE,11,1,0,0,0,,0,0,,0,0,0,0,10,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,0,0,0,0,273,25.2,100,21.5,DE
125,Marshawn Kneeland,11,0,0,0,1,23.2,0,0,2024,23,DAL,11,1,0,0,0,,0,0,,0,0,0,0,9,5,14,2,3,0,0,0,1,0,1,0,0,0,1,1,100,7,7,7,0,95.8,-2,-2,9,2,5,3,0,8,3,17.6,0,0,256,23.2,45,9.3,DE
126,Jacob Martin,11,3,0,0,5,20.8,0,0,2024,29,CHI,11,0,0,0,0,,0,0,,0,0,0,3,9,6,15,3,6,0,0,0,1,0,0,0,0,0,5,2,40,23,11.5,4.6,0,54.6,0.8,3,20,0,2,3,1,8,2,11.8,0,0,222,20.8,206,47.1,DL
127,Michael Pierce,11,2,0,0,2,20.4,0,1,2024,32,BAL,11,1,0,0,0,,0,0,,0,0,0,2,6,13,19,1,4,1,6,0,2,0,0,0,0,0,2,0,0,0,,0,0,0,0.5,0,0,0,5,1,1,9,1,5,0,0,231,20.4,5,1.1,NT
128,Maason Smith,11,3,0,0,1,32.1,0,0,2024,22,JAX,11,5,0,0,0,,0,0,,0,0,0,3,10,7,17,3,4,0,0,0,3,0,0,0,0,0,1,1,100,5,5,5,0,87.5,0,0,5,0,2,1,3,6,0,0,0,0,384,32.1,11,2.5,DT
129,Dawuane Smoot,11,1.5,0,0,1,29.2,0,0,2024,29,BUF,11,4,0,0,0,,0,0,,0,0,0,1.5,12,4,16,5,4,0,0,0,1,0,0,0,0,2,1,1,100,4,4,4,0,83.3,1,1,3,0,3,3,1,8,3,15.8,0,0,322,29.2,28,6.3,DE
130,Mekhi Wingo,11,0,0,0,0,16.1,0,0,2024,21,DET,11,0,0,0,0,,0,0,,0,0,0,0,1,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,0,0,0,0,176,16.1,44,9.5,DL
131,Evan Anderson,12,1,0,0,0,25,0,0,2024,22,SFO,12,1,0,0,0,,0,0,,0,0,0,1,13,11,24,2,2,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,0,2,0,3,2,7.7,0,0,267,25,57,12.7,DL
132,C.J. Brewer,12,2,0,0,0,14.3,0,0,2024,27,TAM,12,0,0,0,0,,0,0,,0,0,0,2,7,5,12,3,3,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,2,3,3,20,0,0,160,14.3,13,2.7,DL
133,DeForest Buckner,12,6.5,0,0,0,50,0,0,2024,30,IND,12,11,0,0,0,,0,0,,0,0,0,6.5,24,37,61,8,14,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,5,7,1,19,7,10.3,1,0.1,578,50,4,0.9,DT
134,Zachary Carter,12,1.5,0,0,0,11.7,0,0,2024,25,"CIN,LVR",12,2,0,0,0,,0,0,,0,0,0,1.5,10,12,22,0,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,3,0,0,0,0,263,11.7,30,3.2,DT
135,Maxx Crosby,12,7.5,0,0,2,68.9,0,0,2024,27,LVR,12,12,0,0,0,,0,0,,0,0,0,7.5,28,17,45,17,20,0,0,0,5,0,0,0,0,0,2,1,50,26,26,13,0,95.8,4,12,14,1,15,12,5,35,3,6.3,0,0,768,68.9,44,9.2,RDE
136,D.J. Davidson,12,2,0,0,1,23.9,0,0,2024,25,NYG,12,2,0,0,0,,0,0,,0,0,0,2,12,11,23,2,2,0,0,0,0,0,2,0,0,0,1,1,100,0,0,0,0,79.2,0,0,0,0,1,0,0,3,2,8,0,0,262,23.9,95,21.4,DL
137,Khalil Davis,12,1,0,0,1,9.7,0,0,2024,28,"HOU,SFO",12,0,0,0,0,,0,0,,0,0,0,1,7,5,12,4,2,0,0,0,0,0,0,0,0,0,1,1,100,14,14,14,0,118.7,2,2,12,0,1,1,0,3,3,20,0,0,209,9.7,37,4,DT
138,Sheldon Day,12,0,0,0,0,25.1,0,0,2024,30,WAS,12,0,0,0,0,,0,0,,0,0,0,0,12,12,24,2,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,2,0,0,0,0,272,25.1,9,1.9,DT
139,Malik Herring,12,0,0,0,2,17.9,0,0,2024,27,KAN,12,0,0,0,0,,0,0,,0,0,0,0,7,5,12,1,3,0,0,0,0,0,0,0,0,0,2,2,100,17,8.5,8.5,0,102.1,5.5,11,6,0,0,3,0,3,1,7.7,0,0,193,17.9,7,1.6,DE
140,Bryce Huff,12,2.5,0,0,4,27.2,0,0,2024,26,PHI,12,6,0,0,0,,0,0,,0,0,0,2.5,5,8,13,3,4,0,0,0,0,0,0,0,0,1,4,4,100,19,4.8,4.8,0,86.5,-0.5,-2,21,2,3,2,0,8,3,18.8,0,0,285,27.2,8,1.8,DE
141,Javontae Jean-Baptiste,12,1,0,0,1,17.9,0,0,2024,24,WAS,12,1,0,0,0,,0,0,,0,0,0,1,6,7,13,1,2,0,0,0,0,0,0,0,0,0,1,1,100,3,3,3,0,79.2,-1,-1,4,1,2,1,0,4,0,0,0,0,194,17.9,44,9.4,DE
142,Quinton Jefferson,12,2,0,0,0,11.6,0,0,2024,31,"BUF,CLE",12,0,0,0,0,,0,0,,0,0,0,2,5,9,14,3,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,2,0,7,2,12.5,0,0,254,11.6,7,0.8,DT
143,Naquan Jones,12,3,0,0,0,23.9,0,0,2024,26,ARI,12,0,0,0,0,,0,0,,0,0,0,3,11,16,27,4,4,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,1,2,6,1,3.6,0,0,260,23.9,55,12.6,DT
144,Calijah Kancey,12,7.5,0,0,1,48.4,0,0,2024,23,TAM,12,12,0,0,0,,0,0,,0,0,0,7.5,22,6,28,11,17,0,0,0,0,0,1,0,0,1,1,0,0,0,,0,0,39.6,4,0,0,0,3,8,0,19,2,6.7,0,0,541,48.4,1,0.2,LDE
145,Dexter Lawrence,12,9,0,0,0,50.4,0,0,2024,27,NYG,12,12,0,0,0,,0,0,,0,0,0,9,23,21,44,8,16,0,0,0,1,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,2,6,0,18,2,4.3,0,0,552,50.4,8,1.8,LDT
146,Dean Lowry,12,1,0,0,0,14.6,0,0,2024,30,PIT,12,1,0,0,0,,0,0,,0,0,0,1,1,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,1,16.7,0,0,159,14.6,31,6.8,DT
147,Phidarian Mathis,12,0,0,0,0,23.7,0,0,2024,26,WAS,12,0,0,0,0,,0,0,,0,0,0,0,8,9,17,2,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,1,0,0,0,0,257,23.7,54,11.5,DT
148,Pat O'Connor,12,1,0,0,1,21.5,0,0,2024,31,DET,12,0,0,0,0,,0,0,,0,0,0,1,5,13,18,2,1,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,5,5,0,0,2,0,0,3,1,5.3,0,0,236,21.5,160,34.7,DL
149,DeShawn Williams,12,0.5,0,0,0,27.7,0,0,2024,32,CAR,12,1,0,0,0,,0,0,,0,0,0,0.5,8,8,16,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,3,0,6,2,11.1,0,0,337,27.7,18,3.8,DT
150,Michael Danna,13,3.5,0,0,2,45.9,0,0,2024,27,KAN,13,12,0,0,0,,0,0,,0,0,0,3.5,20,21,41,5,8,0,0,0,1,0,0,0,0,2,2,1,50,-1,-1,-0.5,0,56.2,-0.5,-8,7,1,3,4,1,11,0,0,0,0,496,45.9,48,11.1,RDE
151,Kalia Davis,13,0,0,0,1,24.4,0,1,2024,26,SFO,13,0,0,0,0,,0,0,,0,0,0,0,6,6,12,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,260,24.4,17,3.8,DL
152,Mario Edwards,13,3,0,0,0,42.5,0,0,2024,30,HOU,13,12,0,0,0,,0,0,,0,0,0,3,12,19,31,3,8,0,0,0,2,0,2,0,0,0,0,0,,0,,,0,,,0,0,0,4,4,2,11,5,13.9,0,0,465,42.5,51,10.7,DT
153,Dylan Horton,13,0,0,0,0,19.4,0,0,2024,24,HOU,13,0,0,0,0,,0,0,,0,0,0,0,6,10,16,1,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,1,3,1,5.9,0,0,212,19.4,147,30.8,DE
154,McKinnley Jackson,13,1,0,0,0,21.8,0,0,2024,23,CIN,13,1,0,0,0,,0,0,,0,0,0,1,6,9,15,2,1,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,1,0,0,2,0,0,0,0,248,21.8,51,11.1,DT
155,Tyler Lacy,13,0,0,0,1,28.4,0,0,2024,25,JAX,13,8,0,0,0,,0,0,,0,0,0,0,10,15,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,9,,9,0,64.6,-4,-4,13,0,2,1,0,3,2,7.4,0,0,340,28.4,48,10.8,LDT
156,Myles Murphy,13,0,0,0,3,31,0,0,2024,22,CIN,13,0,0,0,0,,0,0,,0,0,0,0,11,9,20,1,4,0,0,0,1,0,0,0,0,0,3,2,66.7,12,6,4,0,74.3,-0.3,-2,14,0,5,4,0,9,0,0,0,0,353,31,4,0.9,DE
157,Jalen Redmond,13,1,0,0,2,18.3,0,0,2024,25,MIN,13,2,0,0,0,,0,0,,0,0,0,1,10,8,18,6,1,0,0,0,2,0,0,0,0,0,2,2,100,-2,-1,-1,0,79.2,-4.5,-9,7,0,0,0,1,1,1,5.3,0,0,208,18.3,55,12.2,DL
158,John Ridgeway,13,0,0,0,0,22.4,0,0,2024,25,NOR,13,0,0,0,0,,0,0,,0,0,0,0,8,7,15,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,1,2,5,25,0,0,264,22.4,58,12.6,DT
159,Jordon Riley,13,0,0,0,0,22.7,0,0,2024,26,NYG,13,5,0,0,0,,0,0,,0,0,0,0,7,5,12,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,2,14.3,0,0,249,22.7,59,13.3,DL
160,Khalen Saunders,13,2,0,0,2,39.1,0,1,2024,28,NOR,13,10,0,0,0,,0,0,,0,0,0,2,18,25,43,3,5,1,37,0,3,0,0,0,0,0,2,2,100,5,2.5,2.5,0,39.6,1.5,3,2,1,2,3,1,7,2,4.4,0,0,461,39.1,2,0.4,LDT
161,Kentavius Street,13,1,0,0,0,25.2,0,0,2024,28,ATL,13,0,0,0,0,,0,0,,0,0,0,1,9,6,15,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,3,0,0,0,0,280,25.2,45,10.1,DL
162,Khyiris Tonga,13,0,0,0,1,21.1,0,0,2024,28,ARI,13,1,0,0,0,,0,0,,0,0,0,0,6,16,22,0,0,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,5,5,0,0,0,0,0,0,1,4.3,0,0,229,21.1,10,2.3,DL
163,Jay Tufele,13,0.5,0,0,0,21.4,0,0,2024,25,CIN,13,3,0,0,0,,0,0,,0,0,0,0.5,5,10,15,1,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,3,2,11.8,0,0,243,21.4,31,6.7,DT
164,Brent Urban,13,0,0,0,1,17.3,0,0,2024,33,BAL,13,0,0,0,0,,0,0,,0,0,0,0,9,11,20,0,0,0,0,0,2,0,0,0,0,0,1,1,100,0,0,0,0,79.2,-3,-3,3,0,1,0,2,1,0,0,0,0,196,17.3,64,13.5,DL
165,Colby Wooden,13,0,0,0,3,21.5,0,0,2024,24,GNB,13,1,0,0,0,,0,0,,0,0,0,0,9,11,20,2,2,0,0,0,2,0,0,0,0,0,3,3,100,27,9,9,0,104.2,-1.3,-4,31,0,0,2,2,2,2,9.1,0,0,234,21.5,51,11.5,DL
166,Will Anderson,14,11,0,0,3,51.2,0,0,2024,23,HOU,14,14,0,0,0,,0,0,,0,0,0,11,27,10,37,16,19,0,0,0,2,0,1,0,0,1,3,2,66.7,18,9,6,0,82.6,0.3,-6,24,1,9,8,2,29,4,9.8,0,0,561,51.2,14,2.9,LDE
167,Robert Beal,14,0,0,0,1,13.9,0,0,2024,25,SFO,14,0,0,0,0,,0,0,,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,1,1,100,13,13,13,0,118.7,-4,-4,17,0,0,0,0,0,1,5.6,0,0,148,13.9,238,52.9,DL
168,Nick Bosa,14,9,0,0,5,64.9,0,1,2024,27,SFO,14,14,0,0,0,,0,0,,0,0,0,9,33,19,52,15,24,1,30,0,1,0,1,0,0,1,5,5,100,16,3.2,3.2,0,40.4,-2,-10,26,0,12,15,0,37,9,14.8,0,0,693,64.9,10,2.2,LDE
169,Clelin Ferrell,14,3.5,0,0,2,34.1,0,0,2024,27,WAS,14,10,0,0,0,,0,0,,0,0,0,3.5,11,15,26,4,9,0,0,0,0,0,0,0,0,1,2,2,100,16,8,8,0,100,-1.5,-3,19,1,3,5,0,12,1,3.7,0,0,369,34.1,64,13.7,LDE
