,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
249,Taven Bryan,17,1,0,0,0,29.4,0,0,2024,28,IND,17,6,0,0,0,,0,0,,0,0,0,1,11,9,20,3,2,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,2,1,0,4,1,4.8,0,0,340,29.4,164,35,DT
250,Jonathan Bullard,17,1,0,0,1,50.5,0,0,2024,31,MIN,17,17,0,0,0,,0,0,,0,0,0,1,21,20,41,7,3,0,0,0,3,0,0,0,0,0,1,1,100,3,3,3,0,79.2,-4,-4,7,1,1,2,2,4,2,4.7,0,0,574,50.5,0,0,RDE
251,Adam Butler,17,5,0,0,3,77,0,0,2024,30,LVR,17,16,0,0,0,,0,0,,0,0,0,5,36,29,65,8,10,0,0,0,2,0,0,0,0,1,3,3,100,18,6,6,0,91.7,-3.7,-11,29,0,5,4,0,15,7,9.7,0,0,858,77,63,13.2,RDT
252,Calais Campbell,17,5,0,0,0,57.8,0,0,2024,38,MIA,17,17,0,0,0,,0,0,,0,0,0,5,35,17,52,12,12,0,0,0,5,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,9,6,4,20,10,16.1,0,0,615,57.8,170,38.3,NT
253,Elijah Chatman,17,1,0,0,0,38.6,0,0,2024,24,NYG,17,3,0,0,0,,0,0,,0,0,0,1,11,10,21,2,3,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,4,0,0,0,0,423,38.6,51,11.5,DT
254,Kenny Clark,17,1,0,0,1,63,0,0,2024,29,GNB,17,17,0,0,0,,0,0,,0,0,0,1,20,17,37,4,5,0,0,0,2,0,2,0,0,0,1,1,100,7,7,7,0,95.8,-4,-4,11,0,6,4,2,11,4,9.8,0,0,686,63,2,0.5,RDT
255,L.J. Collier,17,3.5,0,0,1,54.3,0,0,2024,29,ARI,17,15,0,0,0,,0,0,,0,0,0,3.5,13,16,29,4,6,0,0,0,2,0,1,0,0,0,1,1,100,11,11,11,0,112.5,-5,-5,16,0,5,2,1,11,2,6.5,0,0,590,54.3,6,1.4,LDE
256,Maliek Collins,17,5,0,0,2,67.2,0,0,2024,29,SFO,17,17,0,0,0,,0,0,,0,0,0,5,20,13,33,5,12,0,0,0,0,0,2,0,0,0,2,2,100,16,8,8,0,100,-0.5,-1,17,0,7,7,0,20,3,8.3,0,0,717,67.2,80,17.8,LDT
257,Jordan Davis,17,1,0,0,0,37.1,0,0,2024,24,PHI,17,17,0,0,0,,0,0,,0,0,0,1,15,12,27,3,1,0,0,0,2,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,2,1,3,10,0,0,388,37.1,145,32.4,RDT
258,Raekwon Davis,17,0,0,0,1,30.2,0,0,2024,27,IND,17,0,0,0,0,,0,0,,0,0,0,0,7,8,15,1,0,0,0,0,1,0,0,0,0,0,1,1,100,-2,-2,-2,0,79.2,-3,-3,1,0,1,0,0,1,0,0,0,0,349,30.2,47,10,DT
259,Kingsley Enagbare,17,4.5,0,0,7,46.9,0,0,2024,24,GNB,17,7,0,0,0,,0,0,,0,0,0,4.5,18,21,39,6,8,0,0,0,0,0,0,0,0,2,7,7,100,38,5.4,5.4,0,89.3,1,7,31,2,5,3,0,13,5,11.4,0,0,511,46.9,184,41.6,DL
260,A.J. Epenesa,17,6,2,1,4,55.4,0,0,2024,26,BUF,17,13,0,0,0,,0,0,,0,1,2,6,23,16,39,8,11,0,0,0,2,0,0,0,0,2,4,2,50,14,7,3.5,0,58.3,-3.8,-8,22,0,6,4,0,16,2,4.9,0,0,612,55.4,63,14.1,LDE
261,Braden Fiske,17,8.5,0,0,3,59.3,0,0,2024,24,LAR,17,8,0,0,0,,0,0,,0,0,0,8.5,20,24,44,10,10,0,0,0,0,0,2,8,0,2,3,3,100,8,2.7,2.7,0,79.2,-3.3,-10,18,1,11,2,0,22,7,13.7,0,0,661,59.3,79,18,RDE
262,Leonard Floyd,17,8.5,0,0,2,56.8,0,0,2024,32,SFO,17,17,0,0,0,,0,0,,0,0,0,8.5,25,17,42,8,16,0,0,0,1,0,0,0,0,1,2,2,100,13,6.5,6.5,0,93.7,0.5,1,12,3,5,6,1,21,6,12.5,0,0,606,56.8,9,2,RDE
263,Poona Ford,17,3,0,0,2,55.3,0,1,2024,29,LAC,17,17,0,0,0,,0,0,,0,0,0,3,24,15,39,8,9,1,3,0,5,0,0,0,0,0,2,1,50,-3,-3,-1.5,0,16.7,-5.5,-6,3,0,0,6,3,9,2,4.9,0,0,604,55.3,66,14.3,RDT
264,Isaiah Foskey,17,0,0,0,0,5.4,0,0,2024,24,NOR,17,0,0,0,0,,0,0,,0,0,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,4,0,0,0,0,0,0,0,0,64,5.4,358,78,DE
265,Morgan Fox,17,3.5,0,0,0,52.8,0,0,2024,30,LAC,17,3,0,0,0,,0,0,,0,0,0,3.5,19,8,27,4,6,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,4,2,1,10,1,3.6,0,0,577,52.8,80,17.3,DL
266,John Franklin-Myers,17,7,0,0,1,46.1,0,0,2024,28,DEN,17,16,0,0,0,,0,0,,0,0,0,7,18,22,40,8,18,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-7,0,0,1,3,10,0,21,2,4.8,0,0,533,46.1,9,1.9,RDE
267,Myles Garrett,17,14,0,0,3,76.2,0,0,2024,29,CLE,17,17,0,0,0,,0,0,,0,0,0,14,40,7,47,22,28,0,0,0,1,0,1,0,0,3,3,2,66.7,20,10,6.7,0,85.4,-1.7,2,18,0,13,17,1,44,3,6,0,0,826,76.2,82,17.6,RDE
268,Rashan Gary,17,7.5,0,0,0,58.7,0,0,2024,27,GNB,17,17,0,0,0,,0,0,,0,0,0,7.5,26,21,47,9,15,0,0,0,1,0,1,0,0,1,0,0,,0,,,0,,,0,0,6,10,8,1,26,1,2.1,0,0,639,58.7,1,0.2,RDE
269,William Gholston,17,1,0,0,0,18.1,0,0,2024,33,TAM,17,3,0,0,0,,0,0,,0,0,0,1,6,6,12,1,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,3,0,5,0,0,0,0,202,18.1,105,22,DL
270,Davon Godchaux,17,0,0,0,0,60.7,0,0,2024,30,NWE,17,17,0,0,0,,0,0,,0,0,0,0,24,43,67,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,2,2,2.9,0,0,679,60.7,41,9.4,NT
271,Eddie Goldman,17,1,0,0,0,29.7,0,0,2024,30,ATL,17,10,0,0,0,,0,0,,0,0,0,1,7,9,16,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,3,3,15.8,0,0,331,29.7,38,8.5,NT
272,Chauncey Golston,17,5.5,0,0,1,71.6,0,1,2024,26,DAL,17,13,0,0,0,,0,0,,0,0,0,5.5,30,26,56,5,8,1,18,0,5,0,1,0,0,0,1,1,100,3,3,3,0,39.6,-1,-1,4,2,9,2,4,18,4,6.7,0,0,791,71.6,177,36.6,RDE
273,Carl Granderson,17,5.5,0,0,2,70.1,0,0,2024,28,NOR,17,17,0,0,0,,0,0,,0,0,0,5.5,36,25,61,9,13,0,0,0,4,0,0,0,0,1,2,1,50,-5,-5,-2.5,0,56.2,4,-7,2,1,18,7,3,32,9,12.9,0,0,826,70.1,91,19.8,RDE
274,DaVon Hamilton,17,0,0,0,2,52.3,0,0,2024,27,JAX,17,14,0,0,0,,0,0,,0,0,0,0,34,28,62,5,2,0,0,0,0,0,0,0,0,0,2,2,100,19,9.5,9.5,0,106.2,-2.5,-5,24,1,3,2,0,5,3,4.6,0,0,626,52.3,83,18.7,RDT
275,Da'Shawn Hand,17,1,0,0,2,52.9,0,0,2024,29,MIA,17,2,0,0,0,,0,0,,0,0,0,1,20,11,31,5,4,0,0,0,1,0,1,0,0,1,2,2,100,34,17,17,0,118.7,-2.5,-5,39,0,0,3,1,4,1,3.1,0,0,563,52.9,108,24.3,DT
276,Johnathan Hankins,17,1,0,0,0,34.5,0,1,2024,32,SEA,17,8,0,0,0,,0,0,,0,0,0,1,15,15,30,5,2,1,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,2,1,3.2,0,0,390,34.5,21,4.5,DT
277,Daniel Hardy,17,0,0,0,0,2.9,0,0,2024,26,CHI,17,0,0,0,0,,0,0,,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,31,2.9,370,84.7,DL
278,Zach Harrison,17,1,2,1,0,24.1,0,0,2024,23,ATL,17,1,0,0,0,,0,0,,0,1,2,1,6,20,26,3,1,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,5,0,1,6,1,3.7,0,0,268,24.1,125,28,DL
279,Trey Hendrickson,17,17.5,0,0,6,72.5,0,0,2024,30,CIN,17,17,0,0,0,,0,0,,0,0,0,17.5,33,13,46,19,36,0,0,0,6,0,0,0,0,2,6,5,83.3,30,6,5,0,87.5,1.2,9,21,1,18,17,3,54,4,8,0,0,825,72.5,1,0.2,RDE
280,Cameron Heyward,17,8,0,0,1,71.2,0,0,2024,35,PIT,17,17,0,0,0,,0,0,,0,0,0,8,35,36,71,12,20,0,0,0,11,0,0,0,0,0,1,1,100,5,5,5,0,87.5,2,2,3,0,5,10,10,24,3,4.1,0,0,778,71.2,123,26.9,LDE
281,Danielle Hunter,17,12,0,0,3,70,0,0,2024,30,HOU,17,17,0,0,0,,0,0,,0,0,0,12,31,15,46,17,23,0,0,0,3,0,0,0,0,1,3,1,33.3,13,13,4.3,0,47.9,-6,-4,17,8,10,11,3,34,4,8,0,0,766,70,12,2.5,RDE
282,Jordan Jackson,17,1,0,0,0,26.8,0,0,2024,26,DEN,17,0,0,0,0,,0,0,,0,0,0,1,4,13,17,1,2,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,1,0,2,0,0,0,0,310,26.8,164,34.7,DL
283,Grady Jarrett,17,2.5,0,0,1,66.8,0,0,2024,31,ATL,17,17,0,0,0,,0,0,,0,0,0,2.5,30,23,53,9,12,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,4,4,4,0,7,8,0,18,6,10.2,0,0,744,66.8,0,0,LDE
284,John Jenkins,17,1,0,0,0,54.6,0,0,2024,35,LVR,17,17,0,0,0,,0,0,,0,0,0,1,13,33,46,3,4,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,2,2,7,6,11.5,0,0,609,54.6,103,21.6,LDT
285,Benito Jones,17,0,0,0,1,45.2,0,0,2024,27,MIA,17,15,0,0,0,,0,0,,0,0,0,0,9,15,24,4,3,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,-4,-4,10,0,1,2,0,3,3,11.1,0,0,481,45.2,13,2.9,RDE
286,D.J. Jones,17,1,0,0,0,40.3,0,0,2024,29,DEN,17,17,0,0,0,,0,0,,0,0,0,1,21,21,42,1,3,0,0,0,3,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,4,1,3,7,3,6.7,0,0,465,40.3,32,6.8,NT
287,Travis Jones,17,1,0,0,1,53,0,0,2024,25,BAL,17,15,0,0,0,,0,0,,0,0,0,1,22,20,42,4,4,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,79.2,-8,-8,8,0,4,3,0,8,0,0,0,0,600,53,136,28.6,NT
288,Cameron Jordan,17,4,0,0,2,48,0,1,2024,35,NOR,17,17,0,0,0,,0,0,,0,0,0,4,18,16,34,7,8,1,0,0,4,0,0,0,0,0,2,2,100,2,1,1,0,39.6,-2,-4,6,0,4,4,3,12,0,0,0,0,565,48,10,2.2,LDE
289,Linval Joseph,17,2,0,0,1,24,0,0,2024,36,DAL,17,0,0,0,0,,0,0,,0,0,0,2,9,10,19,2,3,0,0,0,0,0,0,0,0,1,1,1,100,3,3,3,0,79.2,-2,-2,5,0,0,1,0,3,0,0,0,0,265,24,1,0.2,DT
290,Sebastian Joseph-Day,17,2.5,0,0,0,46,0,0,2024,29,TEN,17,12,0,0,0,,0,0,,0,0,0,2.5,18,26,44,3,6,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,2,1,7,6,12,0,0,486,46,86,18.9,RDE
291,Javon Kinlaw,17,4.5,0,0,0,60.7,0,0,2024,27,NYJ,17,17,0,0,0,,0,0,,0,0,0,4.5,27,13,40,5,5,0,0,0,0,0,1,4,0,2,0,0,,0,,,0,,,0,0,2,4,3,0,12,7,14.9,0,0,697,60.7,90,20.8,RDT
292,Laiatu Latu,17,4,0,0,4,53.5,0,0,2024,24,IND,17,1,0,0,0,,0,0,,0,0,0,4,16,16,32,5,12,0,0,0,1,0,1,0,0,3,4,4,100,26,6.5,6.5,0,93.7,0.8,3,23,0,11,8,1,23,5,13.5,0,0,618,53.5,9,1.9,DE
293,Jonah Laulu,17,1,0,0,1,42.6,0,0,2024,24,LVR,17,7,0,0,0,,0,0,,0,0,0,1,15,20,35,3,2,0,0,0,3,0,0,0,0,0,1,1,100,10,10,10,0,108.3,-5,-5,15,0,3,1,2,5,0,0,0,0,475,42.6,96,20.2,DT
294,James Lynch,17,1,0,0,0,23.2,0,0,2024,25,TEN,17,0,0,0,0,,0,0,,0,0,0,1,6,14,20,2,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,3,0,0,0,0,245,23.2,33,7.2,DL
295,Nnamdi Madubuike,17,6.5,0,0,0,71.7,0,0,2024,27,BAL,17,17,0,0,0,,0,0,,0,0,0,6.5,21,22,43,11,17,0,0,0,1,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,4,9,1,21,1,2.3,0,0,812,71.7,2,0.4,DT
296,Scott Matlock,17,1,0,0,1,12.5,0,0,2024,24,LAC,17,11,0,0,0,,0,0,,0,0,0,1,2,5,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,-5,0,0,0,0,0,1,1,0,0,362,33.9,137,12.5,231,49.9,FB/DL
297,Will McDonald,17,10.5,0,0,2,66,0,0,2024,25,NYJ,17,15,0,0,0,,0,0,,0,0,0,10.5,18,10,28,11,24,0,0,0,3,0,1,0,0,2,2,2,100,8,4,4,0,83.3,-4,-8,16,3,14,12,3,38,5,15.2,0,0,758,66,15,3.5,LDE
298,Derrick Nnadi,17,0,0,0,0,20.4,0,0,2024,28,KAN,17,1,0,0,0,,0,0,,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,2,15.4,0,0,221,20.4,62,14.4,DT
299,Dayo Odeyingbo,17,3,0,0,4,64.4,0,0,2024,25,IND,17,14,0,0,0,,0,0,,0,0,0,3,13,18,31,7,17,0,0,0,0,0,1,0,0,2,4,4,100,24,6,6,0,91.7,-1.3,-5,29,0,2,13,0,19,7,18.4,0,0,745,64.4,91,19.4,RDE
300,Osa Odighizuwa,17,4.5,0,0,3,77.9,0,0,2024,26,DAL,17,17,0,0,0,,0,0,,0,0,0,4.5,25,22,47,5,23,0,0,0,1,0,0,0,0,1,3,2,66.7,17,8.5,5.7,0,81.2,-2,-9,26,0,10,17,0,33,2,4.1,0,0,860,77.9,93,19.2,LDT
301,Otito Ogbonnia,17,0,0,0,0,46.2,0,0,2024,24,LAC,17,17,0,0,0,,0,0,,0,0,0,0,14,23,37,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,3,0,4,1,2.6,0,0,505,46.2,39,8.4,NT
302,Moro Ojomo,17,0,0,0,1,37.1,0,0,2024,23,PHI,17,1,0,0,0,,0,0,,0,0,0,0,6,14,20,0,5,0,0,0,0,0,0,0,0,0,1,1,100,2,2,2,0,79.2,0,0,2,0,2,5,0,7,2,9.1,0,0,388,37.1,71,15.8,DT
303,David Onyemata,17,3,0,0,1,50.9,0,0,2024,32,ATL,17,16,0,0,0,,0,0,,0,0,0,3,23,22,45,8,5,0,0,0,1,0,0,0,0,0,1,1,100,-2,-2,-2,0,79.2,-8,-8,6,0,6,2,1,11,3,6.3,0,0,567,50.9,80,17.9,RDE
304,Joseph Ossai,17,5,0,0,7,50.6,0,0,2024,24,CIN,17,3,0,0,0,,0,0,,0,0,0,5,26,20,46,4,15,0,0,0,1,0,0,0,0,2,7,6,85.7,45,7.5,6.4,0,93.5,0.3,-2,47,2,7,10,1,23,7,13.2,0,0,576,50.6,104,22.6,DE
305,Daron Payne,17,4,0,0,2,68.5,0,0,2024,27,WAS,17,17,0,0,0,,0,0,,0,0,0,4,22,20,42,5,7,0,0,0,2,0,0,0,0,0,2,2,100,-10,-5,-5,0,79.2,-6.5,-13,3,0,9,2,2,16,5,10.6,0,0,742,68.5,67,14.3,RDT
306,Mike Pennel,17,3,0,0,1,29.6,0,0,2024,33,KAN,17,7,0,0,0,,0,0,,0,0,0,3,10,15,25,3,2,0,0,0,0,0,0,0,0,1,1,1,100,21,21,21,0,118.7,0,0,21,0,1,0,0,4,0,0,0,0,320,29.6,48,11.1,NT
307,Harrison Phillips,17,2,0,0,2,59.4,0,0,2024,28,MIN,17,17,0,0,0,,0,0,,0,0,0,2,16,40,56,2,5,0,0,0,4,0,1,0,0,1,2,1,50,31,31,15.5,0,95.8,3.5,7,24,0,4,3,3,9,5,8.2,0,0,675,59.4,0,0,NT
308,Jarran Reed,17,4.5,0,0,1,60.1,0,0,2024,32,SEA,17,8,0,0,0,,0,0,,0,0,0,4.5,21,24,45,5,15,0,0,0,2,0,0,0,0,1,1,1,100,2,2,2,0,79.2,-3,-3,5,0,4,11,2,20,1,2.2,0,0,680,60.1,65,13.8,RDE
309,Malcolm Roach,17,2.5,0,0,1,42.3,0,0,2024,26,DEN,17,1,0,0,0,,0,0,,0,0,0,2.5,18,25,43,5,8,0,0,0,2,0,1,0,0,1,1,0,0,0,,0,0,39.6,13,0,0,0,5,6,1,14,5,10.4,0,0,489,42.3,80,16.9,DT
310,Roy Robertson-Harris,17,2,0,0,1,17.1,0,0,2024,31,"JAX,SEA",17,2,0,0,0,,0,0,,0,0,0,2,10,10,20,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,-7,0,0,0,2,3,1,7,4,16.7,0,0,398,17.1,83,9.1,DT
311,Tim Settle,17,5,0,0,1,57.1,0,0,2024,27,HOU,17,11,0,0,0,,0,0,,0,0,0,5,24,7,31,10,10,0,0,0,0,0,1,2,0,0,1,1,100,-3,-3,-3,0,79.2,-3,-3,0,0,4,5,0,14,3,8.8,0,0,625,57.1,63,13.2,RDT
312,Tedarrell Slaton,17,1,0,0,0,39.2,0,0,2024,27,GNB,17,17,0,0,0,,0,0,,0,0,0,1,15,15,30,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,4,4,11.8,0,0,427,39.2,150,33.9,LDT
313,Mazi Smith,17,1,0,0,0,47.6,0,0,2024,23,DAL,17,17,0,0,0,,0,0,,0,0,0,1,22,19,41,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,3,2,4.7,0,0,526,47.6,0,0,RDT
314,Za'Darius Smith,17,9,0,0,3,28.3,0,0,2024,32,"CLE,DET",17,16,0,0,0,,0,0,,0,0,0,9,22,13,35,9,17,0,0,0,1,0,0,0,0,0,3,3,100,25,8.3,8.3,0,101.4,-3,-9,34,2,8,7,0,25,4,10.3,0,0,618,28.3,2,0.2,LDE
315,Grover Stewart,17,3.5,0,0,3,59.7,0,0,2024,31,IND,17,17,0,0,0,,0,0,,0,0,0,3.5,29,45,74,10,6,0,0,0,3,0,1,0,0,1,3,3,100,34,11.3,11.3,0,113.9,-5.3,-16,50,0,4,2,3,10,8,9.8,1,0.1,690,59.7,167,35.6,NT
316,T'Vondre Sweat,17,1,0,0,1,66.1,0,0,2024,23,TEN,17,16,0,0,0,,0,0,,0,0,0,1,22,29,51,4,3,0,0,0,1,0,1,30,0,1,1,0,0,0,,0,0,39.6,5,0,0,0,4,2,0,7,7,12.1,0,0,699,66.1,66,14.5,NT
317,Teair Tart,17,1,0,0,2,31.8,1,1,2024,27,LAC,17,0,0,0,0,,0,0,,0,0,0,1,15,14,29,5,5,1,4,0,2,1,1,0,0,1,2,2,100,9,4.5,4.5,0,45.8,-7,-14,23,0,3,3,1,7,3,9.4,0,0,348,31.8,53,11.4,DT
318,Jerry Tillery,17,0,0,0,0,41.1,0,0,2024,28,MIN,17,11,0,0,0,,0,0,,0,0,0,0,13,15,28,1,3,0,0,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,3,3,0,6,0,0,0,0,467,41.1,82,18.2,LDE
319,Kobie Turner,17,8,0,0,3,74.8,0,0,2024,25,LAR,17,16,0,0,0,,0,0,,0,0,0,8,35,27,62,10,13,0,0,0,4,0,1,0,0,1,3,3,100,30,10,10,0,108.3,-3.7,-11,41,0,10,4,4,22,3,4.6,0,0,834,74.8,85,19.3,LDE
320,Lukas Van Ness,17,3,0,0,4,39.3,0,0,2024,23,GNB,17,0,0,0,0,,0,0,,0,0,0,3,22,11,33,6,6,0,0,0,0,0,1,0,0,1,4,3,75,20,6.7,5,0,85.4,-4,-11,31,0,4,3,0,10,3,8.3,0,0,428,39.3,221,50,DL
321,DeMarcus Walker,17,3.5,0,0,1,69.2,0,0,2024,30,CHI,17,17,0,0,0,,0,0,,0,0,0,3.5,25,22,47,7,16,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,-7,-7,13,0,6,13,0,23,2,4.1,0,0,739,69.2,31,7.1,RDE
322,Travon Walker,17,10.5,6,0,3,76.2,0,0,2024,24,JAX,17,17,1,0,0,,0,0,,0,0,6,10.5,31,30,61,13,15,0,0,0,1,0,1,35,1,2,3,3,100,23,7.7,7.7,0,98.6,-3.7,-11,34,2,13,5,0,29,10,14.1,0,0,911,76.2,86,19.4,RDE
323,Tershawn Wharton,17,6.5,0,0,3,61.7,0,0,2024,26,KAN,17,10,0,0,0,,0,0,,0,0,0,6.5,18,11,29,7,11,0,0,0,2,0,0,0,0,1,3,2,66.7,33,16.5,11,0,103.5,0.3,-4,37,0,10,6,1,23,5,14.7,0,0,667,61.7,73,16.9,RDT
324,Keion White,17,5,0,0,13,74.2,0,0,2024,25,NWE,17,13,0,0,0,,0,0,,0,0,0,5,31,25,56,7,16,0,0,0,5,0,0,0,0,2,13,12,92.3,112,9.3,8.6,0,102.6,-0.8,-10,122,6,12,10,5,28,5,8.2,0,0,829,74.2,123,28.1,LDE
325,Chris Williams,17,3,0,0,2,34.4,0,0,2024,26,CHI,17,1,0,0,0,,0,0,,0,0,0,3,17,6,23,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,39.6,-3,0,0,0,0,4,0,7,4,14.8,0,0,367,34.4,5,1.1,DT
326,Milton Williams,17,5,0,0,0,47.9,0,0,2024,25,PHI,17,7,0,0,0,,0,0,,0,0,0,5,11,13,24,7,10,0,0,0,1,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,2,4,1,12,3,11.1,0,0,501,47.9,62,13.8,DT
327,Chase Young,17,5.5,0,0,2,63,0,0,2024,25,NOR,17,0,0,0,0,,0,0,,0,0,0,5.5,21,10,31,8,21,0,0,0,3,0,0,0,0,1,2,2,100,14,7,7,0,95.8,-5,-10,24,1,14,13,3,34,3,8.8,0,0,742,63,22,4.8,DE